timestamp,input,output,input_length,output_length,response_time,confidence,sentiment_score,prediction
2025-10-13T14:48:25.509313,How to fix a blue screen error?,"Restart your PC, update drivers, or run a system diagnostic to check for hardware issues.",31,89,1.702496456852882,0.847109873598232,-0.08870882443549982,technical
2025-10-13T15:48:25.509313,Why is my PC slow?,"Check for background processes, update drivers, or increase RAM.",18,64,1.38281565393455,0.8118563651097136,-0.14827615246707676,technical
2025-10-13T16:48:25.509313,How to update graphics drivers?,"Go to Device Manager, select your graphics card, and choose 'Update Driver' or download from the manufacturer's website.",31,120,1.841774415553534,0.8847230918068565,0.3216434205783892,technical
2025-10-13T17:48:25.509313,Why is my computer overheating?,"Clean dust from fans, ensure proper ventilation, or replace thermal paste.",31,74,1.7556163507019964,0.7967710266684542,0.20773196540970457,technical
2025-10-13T18:48:25.509313,How to recover deleted files?,Use recovery software like Recuva or check the Recycle Bin.,29,59,1.3829811211401188,0.8432359006173903,0.7259256194141497,technical
2025-10-13T19:48:25.509313,Why does my Wi-Fi keep disconnecting?,"Restart your router, update firmware, or check for interference.",37,64,0.5775561454809435,0.8597464293552687,0.5150253796003803,technical
2025-10-13T20:48:25.509313,How to fix a printer not responding?,"Check connections, restart the printer, or update drivers.",36,58,2.462707199497208,0.8603269703726486,0.3080217837962886,technical
2025-10-13T21:48:25.509313,What is a kernel panic error?,Itâ€™s a system crash on macOS or Linux; update software or check hardware.,29,73,2.457024974060444,0.7466841125914279,0.26935955409176965,technical
2025-10-13T22:48:25.509313,How to speed up my laptop?,"Disable startup programs, defragment the drive, or upgrade to an SSD.",26,69,1.1651186093218497,0.8494500510588802,0.545855389811521,technical
2025-10-13T23:48:25.509313,Why is my screen flickering?,"Update graphics drivers, check cable connections, or adjust refresh rate.",28,73,1.9099947149375134,0.7736237053698218,-0.05389227766658672,technical
2025-10-14T00:48:25.509313,How to fix USB device not recognized?,"Try a different USB port, update drivers, or restart your PC.",37,61,1.4006412688894785,0.8350590392649933,0.24053320109008164,technical
2025-10-14T01:48:25.509313,Why is my hard drive making noise?,Backup data immediately; it may be failing. Consider replacing it.,34,66,2.2815104386565617,0.8966737372676709,0.68555275982751,technical
2025-10-14T02:48:25.509313,How to fix application crashing on startup?,"Reinstall the application, check for updates, or run as administrator.",43,70,0.7733033856240406,0.7719985858930851,-0.04728631262388189,technical
2025-10-14T03:48:25.509313,Why is my browser so slow?,"Clear cache, disable unnecessary extensions, or check for malware.",26,66,1.3160873775721091,0.8345138730322237,-0.04043135766887912,technical
2025-10-14T04:48:25.509313,How to reset Windows password?,Use a password reset disk or Windows recovery options.,30,54,0.5604673571639842,0.8783599703822375,0.2966160608664558,technical
2025-10-14T05:48:25.509313,How to fix a network printer issue?,"Check the network connection, ensure drivers are up-to-date, or restart the printer.",35,84,1.6118394044918443,0.9245189687667466,0.5608735954465365,technical
2025-10-14T06:48:25.509313,Why is my laptop battery draining fast?,"Check for background apps, reduce screen brightness, or replace the battery.",39,76,0.5012728400086599,0.9268204975492957,-0.030321866330848934,technical
2025-10-14T07:48:25.509313,How to recover files from a formatted drive?,Use data recovery software like EaseUS or Disk Drill.,44,53,2.161013529197768,0.7511341897508617,0.19890871313746544,technical
2025-10-14T08:48:25.509313,Why is my PC making loud fan noise?,"Clean dust, ensure proper airflow, or check for malware causing high CPU usage.",35,79,2.374074759045402,0.7856309908562914,0.6101223848358912,technical
2025-10-14T09:48:25.509313,How to fix a stuck Windows update?,Run the Windows Update troubleshooter or reset update components.,34,65,1.5749046241482552,0.8552253337132036,0.6157821829911807,technical
2025-10-14T10:48:25.509313,How to fix audio not working?,"Check audio drivers, ensure correct output device, or restart your PC.",29,70,0.604821269356355,0.8196452429227874,0.05715984461622631,technical
2025-10-14T11:48:25.509313,Why is my computer randomly restarting?,"Check for overheating, update BIOS, or scan for malware.",39,56,2.2763803466461976,0.7189474842747838,0.7715740442599461,technical
2025-10-14T12:48:25.509313,How to fix slow boot times?,"Disable startup programs, defragment your drive, or upgrade to SSD.",27,67,0.5650679389104651,0.7645469286028774,0.4291708461849674,technical
2025-10-14T13:48:25.509313,Why is my keyboard typing wrong characters?,Check language settings or replace faulty keyboard.,43,51,0.9905616521663272,0.9006182770902627,0.28124392507924595,technical
2025-10-14T14:48:25.509313,How to fix Windows activation error?,Use valid product key or contact Microsoft support.,36,51,2.425554971196325,0.7962881077335939,0.6025703293280991,technical
2025-10-14T15:48:25.509313,How to fix a corrupt user profile?,Create a new user account and transfer your data.,34,49,1.8711380905667883,0.7066503045144036,0.7756222310676999,technical
2025-10-14T16:48:25.509313,Why is my internet speed slow?,"Check your router, reduce connected devices, or contact your ISP.",30,65,2.3229637622807884,0.7026066159418695,0.2744565602479017,technical
2025-10-14T17:48:25.509313,How to fix laptop not charging?,"Check the charger and cable, inspect the port, or replace the battery.",31,70,1.4594892579616174,0.7056737298852843,0.1366231148728097,technical
2025-10-14T18:48:25.509313,Why is my monitor showing a black screen?,"Check power and connection cables, or test with another monitor.",41,64,2.1773585908547135,0.9192070881213852,0.1376433782013678,technical
2025-10-14T19:48:25.509313,How to fix overheating GPU?,"Clean the fans, improve case airflow, or replace thermal paste.",27,63,0.9017040955605238,0.831678887946166,0.6864402635547875,technical
2025-10-14T20:48:25.509313,Why is my hard drive full?,Delete unnecessary files or move data to an external drive.,26,59,1.0383285577435308,0.7381178420409197,0.46505876501020654,technical
2025-10-14T21:48:25.509313,How to fix application freezing?,"Update the application, clear cache, or reinstall it.",32,53,1.007591315113321,0.8983642314749637,0.41969067176886726,technical
2025-10-14T22:48:25.509313,Why is my mouse not working?,"Check batteries, reconnect the mouse, or replace it if faulty.",28,62,1.2679947418829363,0.8873372519376218,-0.18528749651100113,technical
2025-10-14T23:48:25.509313,How to fix Wi-Fi authentication problem?,"Re-enter Wi-Fi password, restart router, or update network drivers.",40,67,1.3363680747238307,0.8825470520238208,-0.16163804028700463,technical
2025-10-15T00:48:25.509313,Why is my PC overheating during gaming?,"Ensure proper ventilation, clean fans, or consider adding extra cooling.",39,72,1.6287930208656967,0.9409358927681573,0.32834896301563693,technical
2025-10-15T01:48:25.509313,How to fix Windows 10 stuck on login screen?,"Restart in safe mode, perform a system restore, or repair Windows installation.",44,79,1.6581322651308958,0.7799255830479287,0.0687287231338955,technical
2025-10-15T02:48:25.509313,Why is my graphics card not detected?,"Check PCIe connection, update drivers, or reseat the GPU.",37,57,1.3175920011923081,0.7079712085700456,0.6166983695415826,technical
2025-10-15T03:48:25.509313,How to fix laptop hinge problem?,Tighten screws or replace the hinge if broken.,32,46,1.437858765196798,0.8038020149703526,0.33392885581051884,technical
2025-10-15T04:48:25.509313,Why is my external hard drive not showing?,"Check disk management, reconnect, or update drivers.",42,52,1.0724038487900356,0.8269430680235925,0.6531486860788207,technical
2025-10-15T05:48:25.509313,How to fix corrupted files?,Use system file checker (sfc /scannow) or recovery software.,27,60,0.9167305716440857,0.942967469793396,0.6115669819380656,technical
2025-10-15T06:48:25.509313,Why is my PC not recognizing RAM?,Reseat RAM sticks or update BIOS.,33,33,0.5113085173660992,0.7298146249320391,-0.08079159880528902,technical
2025-10-15T07:48:25.509313,How to fix slow internet on Wi-Fi?,"Move closer to the router, reduce interference, or upgrade router firmware.",34,75,1.391013765932517,0.8365252871627302,0.5037040669029993,technical
2025-10-15T08:48:25.509313,Why is my laptop overheating even when idle?,"Check background apps, clean fans, or replace thermal paste.",44,60,2.2557727560211913,0.7036591542754395,0.09569453786560184,technical
2025-10-15T09:48:25.509313,How to fix printer paper jam?,"Open the printer, remove jammed paper, and realign the tray.",29,60,1.2214938527497645,0.7405888321330586,0.33113848727213774,technical
2025-10-15T10:48:25.509313,Why is my webcam not working?,"Update drivers, check privacy settings, or test another app.",29,60,1.2837836260755182,0.9429316241699498,0.32847218002951134,technical
2025-10-15T11:48:25.509313,How to fix Bluetooth not pairing?,"Restart device, update drivers, or remove and re-add the device.",33,64,2.37039439912109,0.7614421087000207,-0.08218780776696494,technical
2025-10-15T12:48:25.509313,Why is my SSD not showing in BIOS?,"Check connections, enable in BIOS, or replace cable.",34,52,1.6309849678062103,0.8847449733645374,-0.0014973260271460842,technical
2025-10-15T13:48:25.509313,How to fix software installation error?,Run installer as administrator or disable antivirus temporarily.,39,64,2.4858040965062442,0.8365217667968529,-0.19105467032900297,technical
2025-10-15T14:48:25.509313,Why is my system restore not working?,"Ensure restore points exist, check disk space, or enable system protection.",37,75,0.7767928605866288,0.8497490296690109,-0.1054875777851148,technical
2025-10-15T15:48:25.509313,How to fix mouse lag?,"Update drivers, check surface, or reduce wireless interference.",21,63,1.4205751062608538,0.8389684338659382,0.6894751688381189,technical
2025-10-15T16:48:25.509313,Why is my Windows search not working?,Restart Windows Search service or rebuild the search index.,37,59,0.5727212806240041,0.9318393796797639,-0.05931394154766795,technical
2025-10-15T17:48:25.509313,How to fix DNS server not responding?,"Restart router, change DNS settings, or flush DNS cache.",37,56,1.2182484273452394,0.856901443244111,-0.016741760591808708,technical
2025-10-15T18:48:25.509313,Why is my PC freezing randomly?,"Check for overheating, run memory test, or scan for malware.",31,60,0.9223101911701563,0.8187540245623156,0.17163430120932383,technical
2025-10-15T19:48:25.509313,How to fix keyboard backlight not working?,"Check keyboard software, update drivers, or restart your laptop.",42,64,1.7631658298326525,0.7078194642759745,0.2793842310636429,technical
2025-10-15T20:48:25.509313,Why is my external monitor flickering?,"Check cables, update GPU drivers, or adjust refresh rate.",38,57,2.266845638062268,0.9034465366949418,0.10981646287299246,technical
2025-10-15T21:48:25.509313,How to fix slow file transfer?,Use faster USB ports or check for faulty cables.,30,48,2.024604265054022,0.8487342708650815,0.2728477424122318,technical
2025-10-15T22:48:25.509313,Why is my antivirus blocking legitimate programs?,"Check quarantine, whitelist the program, or update antivirus definitions.",49,73,1.2653124135666822,0.8562469253187532,0.18929602386559735,technical
2025-10-15T23:48:25.509313,How to fix laptop overheating on battery?,"Reduce brightness, close background apps, or use cooling pad.",41,61,2.2653597910090104,0.879635558504031,0.7547560808863103,technical
2025-10-16T00:48:25.509313,Why is my microphone not working?,"Check input device settings, update drivers, or test another app.",33,65,1.9467665403226884,0.7693391543614979,0.19450170560898344,technical
2025-10-16T01:48:25.509313,How to fix camera app crashing?,"Update app, check permissions, or reinstall the app.",31,52,2.3913197654825797,0.7409828100779275,0.5531461235849127,technical
2025-10-16T02:48:25.509313,Why is my printer printing blank pages?,"Check ink/toner, clean print heads, or check paper settings.",39,60,1.3907214456702532,0.9033795754383325,0.12830924450362952,technical
2025-10-16T03:48:25.509313,How to fix Windows Update error 0x80070057?,Run Windows Update troubleshooter or reset update components.,43,61,2.4791700519798203,0.8856568217032883,0.596275238065427,technical
2025-10-16T04:48:25.509313,Why is my laptop fan always running?,"Check background processes, clean fans, or update BIOS.",36,55,1.9823586447541774,0.7918393984222885,0.7433233295590433,technical
2025-10-16T05:48:25.509313,How to fix Wi-Fi limited connectivity?,"Forget and reconnect network, update drivers, or reset router.",38,62,1.6037239535286636,0.704317470653107,0.4097424428971799,technical
2025-10-16T06:48:25.509313,Why is my PC not booting?,"Check power supply, remove external devices, or repair Windows installation.",25,76,2.0150732302564283,0.8257039693472706,0.5143254067427292,technical
2025-10-16T07:48:25.509313,How to fix graphics glitches in games?,"Update GPU drivers, check for overheating, or adjust graphics settings.",38,71,0.6934956010969309,0.7239965520652067,0.5257504918215492,technical
2025-10-16T08:48:25.509313,Why is my system slow after update?,"Check startup apps, clear temp files, or roll back update.",35,58,1.2994384235449286,0.7191645174636907,0.611031154991573,technical
2025-10-16T09:48:25.509313,How to fix laptop not detecting battery?,"Reseat battery, update BIOS, or replace battery.",40,48,1.5988545717279488,0.8117026425941927,0.15129355938119166,technical
2025-10-16T10:48:25.509313,Why is my USB device disconnecting randomly?,"Check cable, USB port, or update chipset drivers.",44,49,1.7767890818225687,0.8980245737205648,0.2618883768813018,technical
2025-10-16T11:48:25.509313,How to fix corrupted registry?,Use registry cleaner or restore from backup.,30,44,1.1457131951966164,0.83167735062495,0.5069986437241634,technical
2025-10-16T12:48:25.509313,Why is my PC showing black screen after login?,"Boot in safe mode, uninstall problematic drivers, or perform system restore.",46,76,2.0922633856472395,0.7412849977713016,0.10391254846320225,technical
2025-10-16T13:48:25.509313,How to fix Windows file explorer not responding?,"Restart explorer.exe, clear cache, or scan for malware.",48,55,1.4386402984658315,0.7475261009311878,0.6200268624445506,technical
2025-10-16T14:48:25.509313,Why is my PC slow when gaming?,"Close background apps, update GPU drivers, or check cooling.",30,60,0.9707571827426726,0.7476518177120761,-0.06612188815334302,technical
2025-10-16T15:48:25.509313,How to fix network cable unplugged error?,"Check cable connection, replace cable, or update network drivers.",41,65,0.9821678706186294,0.7384087555653862,0.7382969834180346,technical
2025-10-16T16:48:25.509313,Why is my PC beeping on startup?,Check BIOS beep codes for hardware issues.,32,42,0.9583768967264359,0.7432453865636766,0.524443568521241,technical
2025-10-16T17:48:25.509313,How to fix Windows store not opening?,Reset Windows Store cache or reinstall the store.,37,49,1.8726060838963416,0.7048856490559358,-0.09996071729027395,technical
2025-10-16T18:48:25.509313,Why is my laptop screen dim?,"Adjust brightness, check power settings, or update display drivers.",28,67,2.152513284159376,0.9184768341840602,0.4812405339228562,technical
2025-10-16T19:48:25.509313,How to fix application not responding error?,"Force close the app, restart PC, or reinstall the app.",44,54,0.6675066982347526,0.7655231747114788,0.6996552127538762,technical
2025-10-16T20:48:25.509313,Why is my PC overheating after upgrade?,"Check airflow, ensure proper installation of components, or clean fans.",39,71,1.366974501269447,0.7980487642334261,0.7885208940243273,technical
2025-10-16T21:48:25.509313,How to fix slow startup after Windows update?,Disable unnecessary startup apps or check for driver updates.,45,61,1.1398234030927958,0.8249664488728286,0.3083013090809635,technical
2025-10-16T22:48:25.509313,Why is my Wi-Fi password not working?,"Re-enter password, restart router, or forget and reconnect network.",37,67,1.9492830371168453,0.824339861066627,0.6286931390434038,technical
2025-10-16T23:48:25.509313,How to fix browser not opening?,"Clear cache, disable extensions, or reinstall browser.",31,54,0.9310586695922831,0.7500137798893234,0.6897140660077234,technical
2025-10-17T00:48:25.509313,Why is my system running out of memory?,"Close unused apps, increase virtual memory, or upgrade RAM.",39,59,1.0330794667830594,0.7549782631235161,0.7951976573332793,technical
2025-10-17T01:48:25.509313,How to fix corrupted shortcut icons?,Rebuild icon cache or recreate shortcuts.,36,41,0.6985461228673997,0.839319889971811,0.7531053694809196,technical
2025-10-17T02:48:25.509313,Why is my PC slow with SSD?,"Check for background processes, update firmware, or enable TRIM.",27,64,2.3183738764605977,0.9270959214149441,0.2139763907263788,technical
2025-10-17T03:48:25.509313,How to fix Windows audio device not found?,"Update drivers, restart audio service, or check sound settings.",42,63,1.0006193920439597,0.9407553529161938,0.4442675971713312,technical
2025-10-17T04:48:25.509313,Why is my laptop battery not charging fully?,"Check battery health, recalibrate battery, or replace battery if old.",44,69,0.9408562532024822,0.9152583208504399,-0.19771468862214608,technical
2025-10-17T05:48:25.509313,How to fix slow USB transfer speed?,"Use USB 3.0 port, check cable, or update drivers.",35,49,1.7151632655680435,0.9191864643187355,-0.010225236824432604,technical
2025-10-17T06:48:25.509313,Why is my PC freezing after sleep?,"Update drivers, disable fast startup, or check for hardware issues.",34,67,1.1945288417461835,0.7863768178422812,0.04827220971436336,technical
2025-10-17T07:48:25.509313,How to fix external hard drive read-only error?,Check drive permissions or format drive if necessary.,47,53,1.151287037013326,0.7288034871112915,0.032203128852321294,technical
2025-10-17T08:48:25.509313,Why is my screen resolution incorrect?,Update display drivers or adjust resolution in settings.,38,56,1.5051734343046428,0.9396664917798483,0.7269066134414861,technical
2025-10-17T09:48:25.509313,How to fix Windows 10 activation key error?,Use valid product key or contact Microsoft support.,43,51,0.5499323792101707,0.7976193912860479,0.33844124144405613,technical
2025-10-17T10:48:25.509313,Why is my PC slow with antivirus running?,Adjust antivirus settings or upgrade PC hardware.,41,49,1.756645700965316,0.823317143999949,0.3511351248044034,technical
2025-10-17T11:48:25.509313,How to fix laptop trackpad not working?,"Enable trackpad in settings, update drivers, or restart laptop.",39,63,1.7481233765286677,0.7875662093443225,0.1819397930687519,technical
2025-10-17T12:48:25.509313,Why is my system overheating during video editing?,"Ensure proper cooling, reduce background apps, or upgrade cooling system.",50,73,0.9646183534983557,0.8766106555831774,0.3445232310024657,technical
2025-10-17T13:48:25.509313,How to fix Wi-Fi adapter not detected?,"Reseat adapter, update drivers, or replace the adapter.",38,55,1.0388836486787507,0.8976486899532501,-0.027364808061111467,technical
2025-10-17T14:48:25.509313,Why is my PC making clicking noise?,Check hard drive for failure or loose components.,35,49,1.9305949058381577,0.7980697411679171,-0.010248918770307924,technical
2025-10-17T15:48:25.509313,How to fix Windows 10 start menu not working?,"Restart explorer.exe, run system file checker, or perform repair install.",45,73,1.7619667684402385,0.9340992347227912,0.6515181553864493,technical
2025-10-17T16:48:25.509313,Why is my laptop slow after Chrome update?,"Clear cache, disable extensions, or check background processes.",42,63,2.2954334593135726,0.8384717310895254,0.1329758042487828,technical
2025-10-17T17:48:25.509313,How to fix printer showing offline?,"Check network connection, restart printer, or set printer online in settings.",35,77,1.532219703258778,0.7196322483479038,0.36848083400319015,technical
2025-10-17T18:48:25.509313,Why is my SSD not detected in Windows?,"Check disk management, enable in BIOS, or replace cable.",38,56,1.6161336694991983,0.8427271722272571,0.31187019756369433,technical
2025-10-17T19:48:25.509313,How to fix laptop overheating while charging?,"Reduce heavy usage, clean vents, or use cooling pad.",45,52,1.8685690492484084,0.9281175588610093,-0.1853561023293691,technical
2025-10-17T20:48:25.509313,Why is my PC randomly shutting down?,"Check power supply, update BIOS, or scan for malware.",36,53,0.8144908551679284,0.9134022212605903,0.041914019649662404,technical
2025-10-17T21:48:25.509313,How to fix Windows update stuck at 99%?,"Restart PC, run troubleshooter, or reset Windows Update components.",39,67,1.0896403507521062,0.8595450870742449,0.7988019966950786,technical
2025-10-17T22:48:25.509313,Why is my monitor showing no signal?,"Check cables, input source, or test with another monitor.",36,57,1.2227422905652165,0.90537030568331,0.5941114683241748,technical
2025-10-17T23:48:25.509313,How to fix laptop screen flickering?,"Update graphics drivers, check cable connections, or disable hardware acceleration.",36,83,1.118306934133094,0.8514410271595088,0.2805295506794308,technical
2025-10-18T00:48:25.509313,Why is my system lagging in games?,"Lower graphics settings, update GPU drivers, or close background apps.",34,70,1.4466876004725124,0.7374077521280756,0.24590603273504769,technical
2025-10-18T01:48:25.509313,How to fix corrupted Windows registry?,Restore from backup or use registry cleaner carefully.,38,54,1.8671939185699342,0.724750418039469,0.38566775686491767,technical
2025-10-18T02:48:25.509313,Why is my PC slow with multiple monitors?,"Update GPU drivers, reduce resolution, or upgrade graphics card.",41,64,2.176962614793734,0.7969130252253778,0.3125244040757507,technical
2025-10-18T03:48:25.509313,How to fix printer printing faded text?,"Replace toner/ink, clean print heads, or adjust print settings.",39,63,1.968858001968405,0.7012500900350113,0.6514535045407388,technical
2025-10-18T04:48:25.509313,Why is my USB drive not recognized?,"Try another port, update drivers, or format drive if necessary.",35,63,0.8192871883999353,0.927740677221031,0.15699431182743034,technical
2025-10-18T05:48:25.509313,How to fix laptop keyboard stuck keys?,"Clean keyboard, check for debris, or replace keyboard if damaged.",38,65,1.0521286468298328,0.9319082314655545,-0.028840672343238227,technical
2025-10-18T06:48:25.509313,Why is my PC showing BSOD with driver error?,"Update drivers, check hardware, or rollback recent updates.",44,59,0.8123624526638777,0.9182946429316667,0.18907936688399424,technical
2025-10-18T07:48:25.509313,How to fix Windows 10 black screen after update?,"Boot in safe mode, uninstall updates, or repair Windows installation.",48,69,1.4755772283412911,0.8165612708069547,0.23329312663687402,technical
